4	Memetic	1	10	22466	0.979821	0.979704	8	9.200000	0.979821	0.979704	0.777864	1.000000	8	1215.953000	1244.112300	2332.095000	2391.619100	0.954058	32	16	254623	7567	264443	17428	
5	Memetic	1	10	22466	0.979853	0.979704	8	9.200000	0.979853	0.979704	0.777864	1.000000	8	1087.907000	1244.112300	1763.223000	2391.619100	0.954058	32	16	254623	7567	264443	17428	
6	Memetic	1	10	22466	0.979972	0.979704	8	9.200000	0.979972	0.979704	0.777864	1.000000	8	1100.922000	1244.112300	2331.223000	2391.619100	0.954058	32	16	254623	7567	264443	17428	
7	Memetic	1	10	22466	0.980380	0.979704	11	9.200000	0.980380	0.979704	0.777864	1.000000	8	1446.442000	1244.112300	2766.659000	2391.619100	0.954058	32	16	254623	7567	264443	17428	
8	Memetic	1	10	22466	0.980793	0.979704	12	9.200000	0.980793	0.979704	0.777864	1.000000	8	1008.696000	1244.112300	2873.938000	2391.619100	0.954058	32	16	254623	7567	264443	17428	
9	Memetic	1	10	22466	0.981561	0.979704	8	9.200000	0.981561	0.979704	0.777864	1.000000	8	1224.135000	1244.112300	2368.163000	2391.619100	0.954058	32	16	254623	7567	264443	17428	
0	Memetic	2	10	34902	0.979391	0.980145	12	9.500000	0.979391	0.980145	0.777864	1.000000	10	1501.766000	1245.945400	3090.455000	2578.690500	0.954058	32	16	254623	7567	264443	17428	
1	Memetic	2	10	34902	0.979490	0.980145	9	9.500000	0.979490	0.980145	0.777864	1.000000	10	1268.683000	1245.945400	2664.542000	2578.690500	0.954058	32	16	254623	7567	264443	17428	
2	Memetic	2	10	34902	0.979496	0.980145	9	9.500000	0.979496	0.980145	0.777864	1.000000	10	1266.845000	1245.945400	1707.408000	2578.690500	0.954058	32	16	254623	7567	264443	17428	
3	Memetic	2	10	34902	0.979821	0.980145	8	9.500000	0.979821	0.980145	0.777864	1.000000	10	1215.953000	1245.945400	2422.218000	2578.690500	0.954058	32	16	254623	7567	264443	17428	
4	Memetic	2	10	34902	0.979853	0.980145	8	9.500000	0.979853	0.980145	0.777864	1.000000	10	1087.907000	1245.945400	2612.429000	2578.690500	0.954058	32	16	254623	7567	264443	17428	
5	Memetic	2	10	34902	0.979972	0.980145	8	9.500000	0.979972	0.980145	0.777864	1.000000	10	1100.922000	1245.945400	1931.288000	2578.690500	0.954058	32	16	254623	7567	264443	17428	
6	Memetic	2	10	34902	0.980380	0.980145	11	9.500000	0.980380	0.980145	0.777864	1.000000	10	1446.442000	1245.945400	2893.505000	2578.690500	0.954058	32	16	254623	7567	264443	17428	
7	Memetic	2	10	34902	0.980697	0.980145	10	9.500000	0.980697	0.980145	0.777864	1.000000	10	1338.105000	1245.945400	2835.765000	2578.690500	0.954058	32	16	254623	7567	264443	17428	
8	Memetic	2	10	34902	0.980793	0.980145	12	9.500000	0.980793	0.980145	0.777864	1.000000	10	1008.696000	1245.945400	3088.147000	2578.690500	0.954058	32	16	254623	7567	264443	17428	
9	Memetic	2	10	34902	0.981561	0.980145	8	9.500000	0.981561	0.980145	0.777864	1.000000	10	1224.135000	1245.945400	2541.148000	2578.690500	0.954058	32	16	254623	7567	264443	17428	
